"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5922",5922,"RT @mumbaiheritage: 04 July 1948: R K Laxman on Bombay Rains. The cover page of Illustrated Weekly of India
#MumbaiRains https://t.co/y4nUx<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:49:33",FALSE,NA,937936965382569984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChitraChital556",55,TRUE,FALSE,NA,NA
"5923",5923,"RT @SkymetWeather: #Rain lashes the Bandra Kurla complex in #Mumbai. #MumbaiRains #CycloneOckhi #OckhiCyclone https://t.co/Z0HP1mOw0l",FALSE,0,NA,"2017-12-05 06:49:33",FALSE,NA,937936965378412544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajeshkumar2974",9,TRUE,FALSE,NA,NA
"5924",5924,"Don't let #MumbaiRains dampen your holiday mood! Plan your next best holiday in the meantime!

#holidays https://t.co/jlyZyBoEFo",FALSE,1,NA,"2017-12-05 06:49:30",FALSE,NA,937936953105936384,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","trailboutique",0,FALSE,FALSE,NA,NA
"5925",5925,"RT @imransolanki313: Monday evening #MumbaiRains Take a look at worli sea face @suhelseth https://t.co/mbWpb2AUtV",FALSE,0,NA,"2017-12-05 06:49:27",FALSE,NA,937936940141199360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nationalist_16",160,TRUE,FALSE,NA,NA
"5926",5926,"Stay safe Mumbaikar #MumbaiRains",FALSE,1,NA,"2017-12-05 06:49:19",FALSE,NA,937936906167386112,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kishormjain",0,FALSE,FALSE,NA,NA
"5927",5927,"RT @MumbaiMirror: #MumbaiRains #CycloneOckhi | Commuters ALERT! 
One of our readers, Vijay Malhotra sent us this image of a manhole covered<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:49:14",FALSE,NA,937936888253632512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","salimjavedAB",13,TRUE,FALSE,NA,NA
"5928",5928,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:49:12",FALSE,NA,937936878669512704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swapi09",320,TRUE,FALSE,NA,NA
"5929",5929,"Travelling to work in 2nd half today which is in Nariman Point. I am dumb right? #CycloneOckhi #MumbaiRains",FALSE,1,NA,"2017-12-05 06:49:05",FALSE,NA,937936850915811328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fingkisher",0,FALSE,FALSE,NA,NA
"5930",5930,"RT @IndianWeather_: #CycloneOckhi will be closest to Mumbai next 6-8 hours. So expect worst of conditions next 6-8 hours. #MumbaiRains http<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:49:01",FALSE,NA,937936832095850496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimaagkoshot",47,TRUE,FALSE,NA,NA
"5931",5931,"The best way to enjoy Mumbai rains is with a scoop of Splish Splash. #HappynessInFlavours",FALSE,1,NA,"2017-12-05 06:49:01",FALSE,NA,937936830862802944,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BaskinRobbinsIn",1,FALSE,FALSE,NA,NA
"5933",5933,"#NASA Terra satellite provided a visible image of Tropical #CycloneOckhi 
Do you Know - The name #Ockhi was given b<U+00E2><U+20AC><U+00A6> https://t.co/6MQziSnXMu",FALSE,3,NA,"2017-12-05 06:48:51",TRUE,NA,937936792275189760,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChiragAdhav",1,FALSE,FALSE,NA,NA
"5934",5934,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:48:50",FALSE,NA,937936784494751744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShandiMayank",320,TRUE,FALSE,NA,NA
"5935",5935,"RT @priyankv07: The entire #Mumbai jots into sorrow (Rains) on the demise of veteran actor #ShashiKapoor! RIP Sir. #RIPShahshiKapoor #Legen<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:48:47",FALSE,NA,937936772029284352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","keshavnyati9",64,TRUE,FALSE,NA,NA
"5936",5936,"#Rain lashes the Bandra Kurla complex in #Mumbai. #MumbaiRains #CycloneOckhi #OckhiCyclone https://t.co/Z0HP1mOw0l",FALSE,11,NA,"2017-12-05 06:48:40",FALSE,NA,937936742560292864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkymetWeather",9,FALSE,FALSE,NA,NA
"5937",5937,"#mumbaiRains it's first week of December with rains and cold Stormy winds and I feel pity for the people who don't<U+00E2><U+20AC><U+00A6> https://t.co/Earv7halCl",FALSE,2,NA,"2017-12-05 06:48:38",TRUE,NA,937936736948174848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sadafkh82588795",0,FALSE,FALSE,NA,NA
"5938",5938,"RT @SkymetWeather: #CycloneOckhi: Take a look at the updated track of #cyclone in seconds. #Gujarat #Mumbairains https://t.co/hBZIYLdoUN",FALSE,0,NA,"2017-12-05 06:48:23",FALSE,NA,937936672603324416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SubirSpeaks",273,TRUE,FALSE,NA,NA
"5939",5939,"Only in such Situations I regret not being a Govt Employee.

#MumbaiRains #CycloneOckhi",FALSE,1,NA,"2017-12-05 06:48:22",FALSE,NA,937936669151412224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sid_kissi",0,FALSE,FALSE,NA,NA
"5940",5940,"I wonder who names these cyclones <U+00ED><U+00A0><U+00BE><U+00ED><U+00B4><U+201D> #MumbaiRains  #TuesdayThoughts #ochki",FALSE,1,NA,"2017-12-05 06:48:22",FALSE,NA,937936668505468928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinaytahil",0,FALSE,FALSE,NA,NA
"5941",5941,"RT @Pravinshetra: Observations: Cyclone Ockhi is heading towards surat &amp; will be passing thru Mumbai at around 9PM. It will not cause any m<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:48:22",FALSE,NA,937936666634997760,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asifgoa",12,TRUE,FALSE,NA,NA
"5942",5942,"PHOTOS: More rains in Mumbai as Cyclone Ockhi nears city https://t.co/pJ3xm0j4h8",FALSE,0,NA,"2017-12-05 06:48:13",FALSE,NA,937936631251832832,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DeMOCKERYcy",0,FALSE,FALSE,NA,NA
"5943",5943,"Not sure if we even exist in the eyes of people, coz only schools &amp; colleges are declared to remain shut..arey koi<U+00E2><U+20AC><U+00A6> https://t.co/jh0pRmyhZg",FALSE,8,NA,"2017-12-05 06:48:12",TRUE,NA,937936627493564416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","girisha_kukreja",2,FALSE,FALSE,NA,NA
"5944",5944,"When it rains for an hour -

School kids - Chutti de do yaar. 
College kids - Chutti de do yaar. 
Office goers - Ch<U+00E2><U+20AC><U+00A6> https://t.co/tmKBUVsSmL",FALSE,3,NA,"2017-12-05 06:48:12",TRUE,NA,937936625224601600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GenericTallGuy",2,FALSE,FALSE,NA,NA
"5945",5945,"#MumbaiRains cuz its time to say good bye to mr. #SashiKapoor 
#rip",FALSE,0,NA,"2017-12-05 06:47:57",FALSE,NA,937936561772965888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_anshumanpandey",0,FALSE,FALSE,NA,NA
"5946",5946,"As declared by the government Cyclone is not harmful for private sector's employees. Hence they have to come to off<U+00E2><U+20AC><U+00A6> https://t.co/JHrWfxfcQu",FALSE,4,NA,"2017-12-05 06:47:54",TRUE,NA,937936551652159488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iyerbala",0,FALSE,FALSE,NA,NA
"5947",5947,"Take a look at the #MumbaiRains figures of last 10 years for the month of December. #CycloneOckhi https://t.co/6SDq5NMJPw",FALSE,0,NA,"2017-12-05 06:47:51",FALSE,NA,937936540470190080,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThumarChirag",0,FALSE,FALSE,NA,NA
"5948",5948,"RT @JohnsonRaj_JR: #MumbaiRains
See this..
Just type https://t.co/KDR0ooVCdZ 
in the Web browser you can see the wind pattern view of the w<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:47:51",FALSE,NA,937936537530093568,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rohit2250",2,TRUE,FALSE,NA,NA
"5950",5950,"December is the new July #MumbaiRains",FALSE,1,NA,"2017-12-05 06:47:36",FALSE,NA,937936476347678720,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","prachir10",0,FALSE,FALSE,NA,NA
"5951",5951,"The Cyclone is consuming everyone minute by minute.Thankfully emergency teams are on standby.#mumbaiweather",FALSE,0,NA,"2017-12-05 06:47:35",FALSE,NA,937936471763197952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiddhantPunjai1",0,FALSE,FALSE,NA,NA
"5952",5952,"@MumbaiPolice Any update on if the Bandra-Worli sea link is going to be closed later in the day? #CycloneOckhi #MumbaiRains",FALSE,1,"MumbaiPolice","2017-12-05 06:47:32",FALSE,NA,937936457423118336,4573405572,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoffeeTotaler",0,FALSE,FALSE,NA,NA
"5953",5953,"RT @nishtha_khare: #MumbaiRains
We go through infinite births repeatedly in mother's womb until d nature ends. To stop this suffering of vi<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:47:25",FALSE,NA,937936429258289152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DasKumba",156,TRUE,FALSE,NA,NA
"5954",5954,"Seems dis yr monsoon hs forgotten it's way back home<U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+00B1>
Hope it dsnt create further loss or disaster 2 human lyf<U+00E2><U+20AC><U+00A6> https://t.co/71r36htOx2",FALSE,3,NA,"2017-12-05 06:47:20",TRUE,NA,937936410526363648,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kmndave",0,FALSE,FALSE,NA,NA
"5955",5955,"That feeling.... <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+0160><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+0160> When...
 #MumbaiRains https://t.co/qVrnmFppPb",FALSE,2,NA,"2017-12-05 06:47:16",FALSE,NA,937936393971499008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajash88",0,FALSE,FALSE,NA,NA
"5956",5956,"RT @EastIndiaComedy: My longest yeah boy ever! #MumbaiRains https://t.co/PjjWX4gFc4",FALSE,0,NA,"2017-12-05 06:47:15",FALSE,NA,937936386258116608,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","BreakingMyths",25,TRUE,FALSE,NA,NA
"5957",5957,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:47:14",FALSE,NA,937936383074643968,NA,"<a href=""https://favstar.fm"" rel=""nofollow"">Favstar.FM</a>","Favstar250",320,TRUE,FALSE,NA,NA
"5958",5958,"RT @rajayer: And a rainyday be like #MumbaiRains https://t.co/5q4jxGquSu",FALSE,0,NA,"2017-12-05 06:47:12",FALSE,NA,937936376925786112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5959",5959,"RT @TaariniNB: Neither Bandra nor Goa, just good ol' Vakola... <U+00ED><U+00A0><U+00BD><U+00ED><U+00B2><U+2022> #MumbaiRains https://t.co/Ca19Fuga2X",FALSE,0,NA,"2017-12-05 06:47:10",FALSE,NA,937936368323346432,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5960",5960,"Stay home and enjoy #MumbaiRains !! Who are at work, try to blackmail boss and leave early :p",FALSE,93,NA,"2017-12-05 06:47:08",FALSE,NA,937936357283921920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palash_Muchhal",6,FALSE,FALSE,NA,NA
"5961",5961,"RT @sonumakan: Last Year I Was In Mumbai Miss #MumbaiRains <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+0160>",FALSE,0,NA,"2017-12-05 06:47:04",FALSE,NA,937936342847123456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5962",5962,"RT @theotherkumar: #MumbaiRains in december ! 
*takes a heavy jacket out*
*pretends like City is the Winterfell of Western Ghats* 

#Tuesda<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:47:03",FALSE,NA,937936338317217792,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",3,TRUE,FALSE,NA,NA
"5963",5963,"RT @Pun_Starr: If you think you lived your life in vain, look at Mumbaikars. They lived theirs in rain. #MumbaiRains",FALSE,0,NA,"2017-12-05 06:47:03",FALSE,NA,937936337948196864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alirobinkhan",17,TRUE,FALSE,NA,NA
"5964",5964,"RT @IndianExpress: Fadnavis govt declares school holiday tomorrow as Maharashtra coastline braces for #CycloneOckhi #MumbaiRains
https://t.<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:47:02",FALSE,NA,937936333321805824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WE_Viral",47,TRUE,FALSE,NA,NA
"5965",5965,"RT @_d_n_y_e_y_: Raining Thane (west)#mumbairains https://t.co/otp2uYKdZ2",FALSE,0,NA,"2017-12-05 06:47:01",FALSE,NA,937936330650107904,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5967",5967,"RT @ved2k2128: Wake me up when rain ends. #AwesomeMausam #MumbaiRains",FALSE,0,NA,"2017-12-05 06:46:55",FALSE,NA,937936305094197248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5968",5968,"RT @tallboykarthik: Near #Panvel #Mumbai. #MumbaiRains .look closely what's raining https://t.co/iu0DdcaJ3S",FALSE,0,NA,"2017-12-05 06:46:54",FALSE,NA,937936300400717824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",3,TRUE,FALSE,NA,NA
"5969",5969,"RT @santoshpawar74: Raining #MumbaiRains https://t.co/eclAnvS4fU",FALSE,0,NA,"2017-12-05 06:46:52",FALSE,NA,937936290942611456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5970",5970,"RT @bandra_buzz: It is a rare sight to see people with umbrellas during the month of the December #Bandra #MumbaiRains #CycloneOckhi https:<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:48",FALSE,NA,937936272558923776,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5971",5971,"Stay safe Mumbai #MumbaiRains https://t.co/mk1e8qcFjR",FALSE,0,NA,"2017-12-05 06:46:44",FALSE,NA,937936255593017344,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aise__kaise",0,FALSE,FALSE,NA,NA
"5972",5972,"Somebody ordered a wash up service to improve air quality...#MumbaiRains",FALSE,2,NA,"2017-12-05 06:46:43",FALSE,NA,937936253374173184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhishekthakore",0,FALSE,FALSE,NA,NA
"5973",5973,"RT @SkymetWeather: #CycloneOckhi #MumbaiRains #Gujaratrains nowcast by VP of Meteorology at Skymet Weather @Mpalawat https://t.co/zYIaw0pjQj",FALSE,0,NA,"2017-12-05 06:46:42",FALSE,NA,937936248089571328,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viralvm69",29,TRUE,FALSE,NA,NA
"5975",5975,"RT @Actiongirl_Fiza: #MumbaiRains jiju can't decide to put on raincoat or overcoat. <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A>",FALSE,0,NA,"2017-12-05 06:46:33",FALSE,NA,937936212165197824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5976",5976,"RT @IndianWeather_: Rains easing in South Mumbai for now. Heavier rains right now in northern suburbs especially Mira-Bhayandar, Vasai-Vira<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:32",FALSE,NA,937936207194886144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",14,TRUE,FALSE,NA,NA
"5977",5977,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:31",FALSE,NA,937936203709521920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aageSeLeftLelo",320,TRUE,FALSE,NA,NA
"5978",5978,"RT @SkymetWeather: #MumbaiRains : In the last 3 hours, today, #SantaCruz observatory has recorded 8 mm of #rains #Nashik 3 mm and #Dahanu 2<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:30",FALSE,NA,937936199896924160,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viralvm69",11,TRUE,FALSE,NA,NA
"5979",5979,"RT @CNBCTV18Live: Mumbai witnesses rains, hailstorms as Cyclone Ockhi approaches. @Manisha3005 with details #MumbaiRains https://t.co/XCBQK<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:29",FALSE,NA,937936195690029056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shourya_ohhyeah",16,TRUE,FALSE,NA,NA
"5980",5980,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:28",FALSE,NA,937936192569409536,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kathiresan002",320,TRUE,FALSE,NA,NA
"5981",5981,"RT @imransolanki313: Monday evening #MumbaiRains Take a look at worli sea face @suhelseth https://t.co/mbWpb2AUtV",FALSE,0,NA,"2017-12-05 06:46:27",FALSE,NA,937936186097717248,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M0FurShan",160,TRUE,FALSE,NA,NA
"5982",5982,"RT @canikhilesh: Working from home today  #MumbaiRains",FALSE,0,NA,"2017-12-05 06:46:27",FALSE,NA,937936185015508992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5983",5983,"RT @CNBCTV18Live: Mumbai witnesses rains, hailstorms as Cyclone Ockhi approaches. @Manisha3005 with details #MumbaiRains https://t.co/XCBQK<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:26",FALSE,NA,937936182356230144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rohit_Wadhwa24",16,TRUE,FALSE,NA,NA
"5984",5984,"#MumbaiRains
See this..
Just type https://t.co/KDR0ooVCdZ 
in the Web browser you can see the wind pattern view of<U+00E2><U+20AC><U+00A6> https://t.co/YjboO8Uhfh",FALSE,1,NA,"2017-12-05 06:46:21",TRUE,NA,937936159321346048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnsonRaj_JR",2,FALSE,FALSE,NA,NA
"5985",5985,"Trains on time? #MumbaiRains",FALSE,0,NA,"2017-12-05 06:46:20",FALSE,NA,937936156380893184,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rushikeshgk",0,FALSE,FALSE,NA,NA
"5986",5986,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:18",FALSE,NA,937936147392618496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Geet28741109",320,TRUE,FALSE,NA,NA
"5987",5987,"Be safe Mumbai people.
#mumbairains #cyclone #Ockhi",FALSE,3,NA,"2017-12-05 06:46:18",FALSE,NA,937936146591391744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mathewjerry22",0,FALSE,FALSE,NA,NA
"5988",5988,"RT @_SadiqAhmed: Stay safe guys! #MumbaiRains #CycloneOchki",FALSE,0,NA,"2017-12-05 06:46:17",FALSE,NA,937936144251084800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5990",5990,"RT @santoshpawar74: Important Update: Cyclone is not harmful for private sector's employee. 
 #MumbaiRains",FALSE,0,NA,"2017-12-05 06:46:14",FALSE,NA,937936131441618944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",2,TRUE,FALSE,NA,NA
"5991",5991,"Today feels like masala chai &amp; maggie kinda day #justsayin #mumbai #MumbaiRains december #mumbairain",FALSE,1,NA,"2017-12-05 06:46:05",FALSE,NA,937936094250786816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","malluchick",0,FALSE,FALSE,NA,NA
"5992",5992,"RT @firstpost: #HighTide #LowTide timings in #Mumbai Day's first high tide happened at 12:49 am, the next one will happen at 12:39 pm on Tu<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:04",FALSE,NA,937936088198291456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_hiralmehta_",12,TRUE,FALSE,NA,NA
"5993",5993,"#Maharashtra Govt. declares holiday in schools, colleges due to #CycloneOckhi
#MumbaiRains 

https://t.co/TH56qCvGN7",FALSE,0,NA,"2017-12-05 06:46:03",FALSE,NA,937936084532465664,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ashokanews1",0,FALSE,FALSE,NA,NA
"5994",5994,"RT @Rajasher17: #CycloneOckhi #MumbaiRains #Empty #Andheri station https://t.co/2QJNv1uFPe",FALSE,0,NA,"2017-12-05 06:46:03",FALSE,NA,937936083794345984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5995",5995,"RT @IndianWeather_: #CycloneOckhi will be closest to Mumbai next 6-8 hours. So expect worst of conditions next 6-8 hours. #MumbaiRains http<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 06:46:01",FALSE,NA,937936076496240640,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sychlops",47,TRUE,FALSE,NA,NA
"5996",5996,"RT @TheRainShah: #MumbaiRains summed up! https://t.co/feU1tWEskf",FALSE,0,NA,"2017-12-05 06:46:01",FALSE,NA,937936075984576512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",5,TRUE,FALSE,NA,NA
"5997",5997,"How<U+00E2><U+20AC><U+2122>s your life going?
Me:
#TuesdayThoughts #WorldSoilDay #MumbaiRains #GoogleForIndia #lifegoals https://t.co/0fd82uaE0U",FALSE,0,NA,"2017-12-05 06:46:00",FALSE,NA,937936073941966848,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GIFMOS1",0,FALSE,FALSE,NA,NA
"5998",5998,"RT @SalamHyderabad: #Prayers #RIPShashiKapoorJi #RIPShahshiKapoor #MumbaiRains represents the sorrow. https://t.co/Lzytyrdzrj",FALSE,0,NA,"2017-12-05 06:45:58",FALSE,NA,937936064735350784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"5999",5999,"RT @mrANISHDASS: Me: Onion pakodas and movies are the only Lethal combinations in monsoon.

Long drives and music: HaHaHa!
#MumbaiRains",FALSE,0,NA,"2017-12-05 06:45:56",FALSE,NA,937936054904012800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",3,TRUE,FALSE,NA,NA
"6000",6000,"RT @mohitjakhariya: Lower Parel.

#CycloneOckhi 
#MumbaiRains https://t.co/1mnzHpG2gm",FALSE,0,NA,"2017-12-05 06:45:54",FALSE,NA,937936046930640896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohnish_Shukla",1,TRUE,FALSE,NA,NA
"6001",6001,"Private employees going to office today #MumbaiRains #OkhiCyclone https://t.co/Pf9s3gLa5p",FALSE,1,NA,"2017-12-05 06:45:53",FALSE,NA,937936045647151104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Patiilism",0,FALSE,FALSE,NA,NA
